\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),9.530239308275169,1
Cell 11 rooted in Path (11),7.924908800073701,1
Cell 33 rooted in Path (33),6.957952101075394,1
Cell 5 rooted in Path (5),6.2554184917128115,1
Cell 12 rooted in Path (12),23.136352591017953,1
Cell 34 rooted in Path (34),3.1730770756287043,1
Cell 2 rooted in Path (2),5.745364282828495,1
Cell 31 rooted in Path (31),12.48426112404046,1
Cell 3 rooted in Path (3),13.696848942287367,1
Cell 10 rooted in Path (10),4.887935213761902,1
Cell 32 rooted in Path (32),29.60304245359614,1
Cell 1 rooted in Path (1),51.93189350192682,1
Cell 30 rooted in Path (30),6.557425522122774,1
Cell 8 rooted in Path (8),2.8632861562206866,1
Cell 9 rooted in Path (9),2.553495236812654,1
Cell 6 rooted in Path (6),7.267743020483427,1
Cell 7 rooted in Path (7),5.945627572304799,1
Cell 28 rooted in Path (28),7.131639531166524,1
Cell 29 rooted in Path (29),18.558208296664084,1
Cell 26 rooted in Path (26),3.7660830550595747,1
Cell 27 rooted in Path (27),10.76161909690922,1
Cell 24 rooted in Path (24),3.8302428552189993,1
Cell 25 rooted in Path (25),27.348330054802453,1
Cell 22 rooted in Path (22),2.598863066584957,1
Cell 44 rooted in Path (44),4.668879953898463,1
Cell 23 rooted in Path (23),9.484871478502884,1
Cell 20 rooted in Path (20),9.749294568138595,1
Cell 42 rooted in Path (42),7.048687760619994,1
Cell 21 rooted in Path (21),9.866606087068376,1
Cell 43 rooted in Path (43),18.59256804504732,1
Cell 40 rooted in Path (40),5.480941193192757,1
Cell 41 rooted in Path (41),16.86992601791607,1
Cell 19 rooted in Path (19),3.656555425127863,1
Cell 17 rooted in Path (17),16.869926017916075,1
Cell 39 rooted in Path (39),5.106990473625324,1
Cell 18 rooted in Path (18),5.042830673465902,1
Cell 15 rooted in Path (15),4.823775413602479,1
Cell 37 rooted in Path (37),16.386447668416924,1
Cell 16 rooted in Path (16),11.252881335406414,1
Cell 38 rooted in Path (38),13.73443288306161,1
Cell 13 rooted in Path (13),8.280067549254026,1
Cell 35 rooted in Path (35),6.100523032008804,1
Cell 14 rooted in Path (14),4.9067271841490125,1
Cell 36 rooted in Path (36),27.537585262889685,1
